,ranks,ids,names,symbols,type,algorithm,proof,icon,url links,description
112,113,singulardtv,SingularDTV,SNGLS,Token,N/A,N/A,https://cdn.coinranking.com/BknGuLu_-/sngls.svg,https://singulardtv.com/,"SingularDTV is a blockchain entertainment studio laying the foundation for a decentralized entertainment industry. Building the future of rights management, project funding, and peer-to-peer distribution, SingularDTV?s platform empowers artists and creators with powerful tools to manage projects from development to distribution."
113,114,achain,Achain,ACT,Coin,#N/A,#N/A,https://cdn.coinranking.com/r13SXTBez/achain.png?width=46,https://www.achain.com/,"To Build a Boundless Blockchain Reality. Achain is a public blockchain platform that enables developers of all levels of experience to issue tokens, smart contracts, create applications and blockchain systems"
114,115,quantstamp,Quantstamp,QSP,Token,N/A,N/A,https://cdn.coinranking.com/media/15887408/qsp.png?width=46,https://quantstamp.com/,The Protocol for Securing Smart Contracts
115,116,aragon,Aragon,ANT,Token,N/A,N/A,https://cdn.coinranking.com/BJceOL__-/ant.svg,https://aragon.one/,Unstoppable organizations. Create value without borders or intermediaries
116,117,skycoin,Skycoin,SKY,Coin,N/A,N/A,https://cdn.coinranking.com/rJ0ac8X6-/sky.svg,http://skycoin.net/,Skycoin is the third generation of crypto-currency. 
117,118,pura,Pura,PURA,Coin,X11,PoW,https://cdn.coinranking.com/HyP_60NTZ/pura.svg,http://www.pura.one/,"Puraÿis anÿinternational digital currencyÿthat liberates you toÿtransact with anyone in the world directly, privately and instantly, making your life cheaperÿby removing the expense or need for a middle man like a bank or a payment provider."
118,119,emercoin,Emercoin,EMC,Coin,SHA256,PoW/PoS,https://cdn.coinranking.com/HkCJtUd_b/emc.svg,http://emercoin.com/,0
119,120,loopring,Loopring,LRC,Token,N/A,N/A,https://cdn.coinranking.com/r1ihKsmaW/lrc.svg,https://loopring.org,"Decentralized Exchange
and Open Protocol. Loopring is not only a protocol but also a decentralized automated execution system that trades across the crypto-token exchanges, shielding users from counterparty risk and reducing the cost of trading. "
120,121,counterparty,Counterparty,XCP,Coin,N/A,PoW,https://cdn.coinranking.com/HyqGoUdO-/xcp.svg,http://counterparty.io/,"Counterparty extends Bitcoin
in new and powerful ways."
121,122,xtrabytes,XTRABYTES,XBY,Coin,N/A,PoSign,https://cdn.coinranking.com/media/1383439/xby1.png?width=46,https://www.xtrabytes.global/,0
122,123,digitalnote,DigitalNote,XDN,Coin,CryptoNight,PoW,https://cdn.coinranking.com/media/19957/xdn.jpg?width=46,http://digitalnote.org/,0
123,124,neblio,Neblio,NEBL,Coin,N/A,N/A,https://cdn.coinranking.com/ry4bRAETb/nebl.svg,https://nebl.io/,"A secure, distributed, platform built for enterprise applications and services.
Running on the Neblio blockchain network."
124,125,particl,Particl,PART,Coin,PoS,PoS,https://cdn.coinranking.com/rJpP2xB6b/part.svg,http://particl.io/,"Particl is privacy & security on the blockchain ? featuring private currency, framework for apps, messaging & self-governance for disrupting ecommerce"
125,126,quantum-resistant-ledger,Quantum Resistant Ledger,QRL,Token,N/A,PoS,https://cdn.coinranking.com/media/1383543/qrl.png?width=46,https://theqrl.org/,"The Quantum Resistant Ledger (QRL) will be a first of its kind, future-proof post-quantum value store and decentralized communication layer which tackles the threat Quantum Computing will pose to cryptocurrencies."
126,127,red-pulse,Red Pulse,RPX,Token,N/A,N/A,https://cdn.coinranking.com/media/12318339/rpx.png?width=46,https://www.red-pulse.com/landing,0
127,128,jinn,Jinn,JINN,Token,#N/A,#N/A,#N/A,http://www.jinnlabs.com,0
128,129,revain,Revain,R,Token,N/A,N/A,https://cdn.coinranking.com/media/12318360/r.png?width=46,https://revain.org/,"First Unbiased Review Platform, Built With Blockchain Technology."
129,130,cloakcoin,CloakCoin,CLOAK,Coin,X13,PoW/PoS,https://cdn.coinranking.com/r1k3xPuub/cloak.svg,https://www.cloakcoin.com/,0
130,131,kucoin-shares,KuCoin Shares,KCS,Coin,N/A,N/A,https://cdn.coinranking.com/ry-IRM5AW/kcs.svg,https://www.kucoin.com/,???
131,132,viacoin,Viacoin,VIA,Coin,Scrypt,PoW,https://cdn.coinranking.com/Byj5oMqRb/via.svg,http://viacoin.org,The fast and flexible currency for the digital age.
132,133,poet,Po.et,POE,Token,N/A,N/A,https://cdn.coinranking.com/media/1383828/poe.png?width=46,https://po.et/,0
133,134,wings,Wings,WINGS,Token,N/A,N/A,https://cdn.coinranking.com/Hkglyi8dO-/wings.svg,https://wings.ai/,WINGS DAO Price Discovery & Promotion Pre-Beta
134,135,yoyow,YOYOW,YOYOW,Token,N/A,N/A,https://cdn.coinranking.com/media/12318178/yoyow.png?width=46,https://yoyow.org/,Content Excitation Network Based on Blockchain
135,136,cindicator,Cindicator,CND,Token,N/A,N/A,https://cdn.coinranking.com/media/12318283/cnd.png?width=46,https://cindicator.com/,0
136,137,enigma-project,Enigma,ENG,Token,N/A,N/A,https://cdn.coinranking.com/r164_kGAb/eng.svg,http://www.enigmacoin.exnet.su/,??
137,138,smartcash,SmartCash,SMART,Coin,Keccak,PoW,https://cdn.coinranking.com/media/1383906/smart.png?width=46,https://smartcash.cc/,0
138,139,wabi,WaBi,WABI,Token,#N/A,#N/A,#N/A,#N/A,#N/A
139,140,melon,Melon,MLN,Token,N/A,N/A,https://cdn.coinranking.com/H1qVo8OuZ/mln.svg,https://melonport.com/,Technology Regulated Investment Funds
140,141,enjin-coin,Enjin Coin,ENJ,Token,N/A,N/A,https://cdn.coinranking.com/media/11417639/enjt.png?width=46,https://www.enjin.com/,0
141,142,rlc,iExec RLC,RLC,Token,N/A,N/A,https://cdn.coinranking.com/HJXcqUd_Z/rlc.svg,http://iex.ec/,"Blockchain-Based
Decentralized. We?re committed to create the next-generation of IT infrastructure by building a new Cloud computing paradigm
Cloud Computing"
142,143,mobilego,MobileGo,MGO,Token,N/A,N/A,https://cdn.coinranking.com/ryqpP8duW/mgo.svg,https://mobilego.io/,A dedicated token to bring eSports to everyone. The second gaming revolution is coming
143,144,centra,Centra,CTR,Token,N/A,N/A,https://cdn.coinranking.com/media/1384029/ctr.png?width=46,https://www.centra.tech/,0
144,145,delphy,Delphy,DPY,Token,#N/A,#N/A,Null,https://delphy.org/,0
145,146,library-credit,LBRY Credits,LBC,Coin,N/A,N/A,https://cdn.coinranking.com/SkzslvuOZ/lbc.svg,https://lbry.io/,0
146,147,attention-token-of-media,ATMChain,ATM,Token,X11,PoW/PoS,https://cdn.coinranking.com/rJ6vNgSp-/atm.svg,https://www.atmchain.io/,CREATE A GLOBAL LEADER IN DECENTRALIZED DIGITAL MEDIA VALUE PLATFORM
147,148,mercury,Mercury,MER,Token,N/A,N/A,https://cdn.coinranking.com/Sk9ePwudW/mer.svg,https://www.darcr.us/,Darcrus is both the name of the total project as well as the first token of the project. The token can be seen as a representation of the value of Sigwo Technologies. 10% of net profits of Sigwo Technologies will be used to buy back and burn Darcrus from the market.
148,149,feathercoin,Feathercoin,FTC,Coin,Scrypt,PoW,https://cdn.coinranking.com/media/19718/ftc.png?width=46,http://feathercoin.com,"Feathercoin is a powerful open source digital currency with monetary properties linked to Bitcoin, Litecoin and a myriad of countless alt coins, but under the hood is something very different.ÿ"
149,150,rise,Rise,RISE,Coin,DPoS,PoS,https://cdn.coinranking.com/media/351059/rise.png?width=46,https://rise.vision/,User Friendly Application Platform. Rise offers fast and secure wallets for every user.
150,151,potcoin,PotCoin,POT,Coin,Scrypt,PoW,https://cdn.coinranking.com/SyajyDdub/pot.svg,http://www.potcoin.com/,"BANKING FOR THE CANNABIS INDUSTRY 
GROW WITH US"
151,152,supernet-unity,SuperNET,UNITY,Token,#N/A,#N/A,#N/A,#N/A,#N/A
152,153,minexcoin,MinexCoin,MNX,Coin,Mars,N/A,https://cdn.coinranking.com/media/14913648/mnx.png?width=46,https://minexcoin.com/,MinexCoin (MNX) is a global payments system based on a low volatility cryptocurrency which is a part of Minex ecosystem.
153,154,voxels,Voxels,VOX,Coin,Scrypt,PoW,https://cdn.coinranking.com/SymBVPdOb/vox.svg,https://www.voxelus.com/,"Create, Share & Play VR. oxelus is a platform that allows anyone, anywhere to create, share and play virtual reality games and experiences without writing a single line of code. Voxelus includes a bundle of free assets that you can use to design with more content coming out every week."
154,155,pepe-cash,Pepe Cash,PEPECASH,Token,N/A,N/A,https://cdn.coinranking.com/media/1382397/pepecash.png?width=46,http://rarepepedirectory.com/,0
155,156,lykke,Lykke,LKK,Coin,#N/A,#N/A,https://cdn.coinranking.com/HkSkdU_uW/lkk.svg,https://lykke.com,"Trade Bitcoin, Ethereum, FXÿand digital assets. The Lykke Wallet mobile application for iOS and Android is the key element of the Lykke trading ecosystem."
156,157,gulden,Gulden,NLG,Coin,Scrypt,PoW,https://cdn.coinranking.com/rkvuJPOOW/nlg.svg,https://gulden.com/,0
157,158,cofound-it,Cofound.it,CFI,Token,N/A,N/A,https://cdn.coinranking.com/media/1383567/cfi.png?width=46,https://cofound.it/,0
158,159,whitecoin,WhiteCoin,XWC,Coin,Scrypt,PoW/PoS,https://cdn.coinranking.com/media/350911/xwc_1.png?width=46,http://whitecoin.info/,0
159,160,eidoo,Eidoo,EDO,Token,N/A,N/A,https://cdn.coinranking.com/Bkwm4x-JG/edo.svg,https://eidoo.io/,"your blockchain 
asset experience. Fast, easy, and not only a Multicurrency Wallet:
it's a Hybrid Exchange too. It's Eidoo."
160,161,burst,Burst,BURST,Coin,Shabal256,PoC,https://cdn.coinranking.com/media/16746623/burst.png?width=46,https://www.burst-coin.org,0
161,162,shift,Shift,SHIFT,Coin,DPoS,DPoS,https://cdn.coinranking.com/media/1382125/shift.png?width=46,http://www.shiftnrg.org,0
162,163,viberate,Viberate,VIB,Token,N/A,N/A,https://cdn.coinranking.com/media/1383893/vib.png?width=46,https://www.viberate.com/,0
163,164,aeon,Aeon,AEON,Coin,CryptoNight,PoW,https://cdn.coinranking.com/media/350955/aeon.png?width=46,http://www.aeon.cash/,"AEON isn't just a currency.
It's a lifestyle. AEON is about enabling this era, enabling an age where all people everywhere have the freedom to privately send and receive money with whatever gadget they already own."
164,165,wagerr,Wagerr,WGR,Token,PoS,N/A,https://cdn.coinranking.com/HJ1urWv1z/wgr.svg,https://www.wagerr.com/,0
165,166,pillar,Pillar,PLR,Token,N/A,N/A,https://cdn.coinranking.com/media/1383786/plr.png?width=46,https://pillarproject.io/,0
166,167,tierion,Tierion,TNT,Token,N/A,N/A,https://cdn.coinranking.com/media/1383800/tnt.png?width=46,https://tierion.com/,0
167,168,ethlend,ETHLend,LEND,Token,N/A,N/A,https://cdn.coinranking.com/media/16746444/lend.png?width=46,https://ethlend.io/,0
168,169,firstblood,FirstBlood,1ST,Token,N/A,N/A,https://cdn.coinranking.com/SyW258uOZ/1st.svg,https://firstblood.io/,0
169,170,bitcny,bitCNY,BITCNY,Token,#N/A,#N/A,https://cdn.coinranking.com/media/351490/bitcny.png?width=46,http://cryptofresh.com/a/CNY,0
170,171,triggers,Triggers,TRIG,Token,N/A,N/A,https://cdn.coinranking.com/media/351489/trg.png?width=46,https://www.blocksafefoundation.com/,0
171,172,dentacoin,Dentacoin,DCN,Token,N/A,N/A,https://cdn.coinranking.com/rJWMzpuAW/dcn.svg,http://www.dentacoin.com/,0
172,173,humaniq,Humaniq,HMQ,Token,N/A,N/A,https://cdn.coinranking.com/S1GUew_O-/hmq.svg,https://humaniq.co/,0
173,174,namecoin,Namecoin,NMC,Coin,SHA256,PoW,https://cdn.coinranking.com/ryZXewd_Z/nmc.svg,https://www.namecoin.org/,0
174,175,simple-token,Simple Token,OST,Token,#N/A,#N/A,#N/A,#N/A,#N/A
175,176,crown,Crown,CRW,Coin,SHA256,PoW,https://cdn.coinranking.com/media/1383378/crw1.png?width=46,http://crown.tech/,0
176,177,cobinhood,Cobinhood,COB,Token,#N/A,#N/A,#N/A,https://www.cobinhood.com/,"The world's first ""ZERO Trading Fees"" cryptocurrency exchange"
177,178,coindash,CoinDash,CDT,Token,N/A,N/A,https://cdn.coinranking.com/media/1383699/cdt.png?width=46,https://www.coindash.io/,Into The Future Of Trading
178,179,airswap,AirSwap,AST,Token,N/A,N/A,https://cdn.coinranking.com/SJReglSpW/ast.svg,https://www.airswap.io/,0
179,180,amber,Ambrosus,AMB,Token,N/A,N/A,https://cdn.coinranking.com/S12AkKv0W/amb.svg,http://ambrosus.com/,0
180,181,sibcoin,SIBCoin,SIB,Coin,X11GOST,PoW,https://cdn.coinranking.com/media/350958/sib.png?width=46,https://sibcoin.money/,0
181,182,decent,DECENT,DCT,Coin,N/A,PoS,https://cdn.coinranking.com/SyoxYIdd-/dct.svg,https://decent.ch/,0
182,183,ion,ION,ION,Coin,N/A,PoS,#N/A,https://ionomy.com/,0
183,184,district0x,district0x,DNT,Token,N/A,N/A,https://cdn.coinranking.com/media/1383701/dnt.png?width=46,https://district0x.io/,0
184,185,faircoin,FairCoin,FAIR,Coin,Groestl,PoW/PoS,https://cdn.coinranking.com/HJBXjLvRZ/fair.svg,http://fair-coin.org/,FairCoin implements fair value exchange on a global level.
185,186,etherparty,Etherparty,FUEL,Token,N/A,N/A,https://cdn.coinranking.com/media/11999072/fuel.png?width=46,https://etherparty.com/,0
186,187,elastic,Elastic,XEL,Coin,N/A,PoW,https://cdn.coinranking.com/media/1383737/xel.png?width=46,https://www.elastic.pw/,0
187,188,blocktix,Blocktix,TIX,Token,N/A,N/A,#N/A,https://blocktix.io/,0
188,189,iocoin,I/O Coin,IOC,Coin,X11,PoW/PoS,https://cdn.coinranking.com/ByCoo_DAb/ioc.svg,http://iocoin.io/,0
189,190,steem-dollars,Steem Dollars,SBD,Coin,N/A,N/A,https://cdn.coinranking.com/SkkCsr_OW/steem.svg,https://steem.io/,0
190,191,taas,TaaS,TAAS,Token,N/A,N/A,https://cdn.coinranking.com/SydJH_v0Z/taas.svg,https://taas.fund/,0
191,192,paragon,Paragon,PRG,Token,N/A,N/A,https://cdn.coinranking.com/media/1384033/prg.png?width=46,https://paragoncoin.com/,0
192,193,blockv,BLOCKv,VEE,Token,#N/A,#N/A,https://cdn.coinranking.com/media/12318044/vee.png?width=46,https://blockv.io/,0
193,194,quantum,Quantum,QAU,Token,N/A,N/A,#N/A,#N/A,#N/A
194,195,guppy,Matchpool,GUP,Token,N/A,N/A,#N/A,https://matchpool.co/,0
195,196,trust,WeTrust,TRST,Token,N/A,N/A,#N/A,https://www.wetrust.io/,0
196,197,spankchain,SpankChain,SPANK,Token,#N/A,#N/A,https://cdn.coinranking.com/media/16404890/spank.png?width=46,https://spankchain.com/,0
197,198,diamond,Diamond,DMD,Coin,Groestl,PoW/PoS,https://cdn.coinranking.com/media/19680/dmd.png?width=46,http://bit.diamonds,"be your own bank and creator of wealth. Diamond (DMD) is a non-government contro?lled digital currency that allows people to send money anywh?ere in the world ins?tantly, securely and at near zero cost."
198,199,unikoin-gold,Unikoin Gold,UKG,Token,N/A,N/A,https://cdn.coinranking.com/media/14913456/ukg.png?width=46,https://unikrn.com/,0
199,200,synereo,Synereo,AMP,Token,N/A,Pow/PoSC,https://cdn.coinranking.com/SyhgQP_OW/amp.svg,http://www.synereo.com/,0
200,201,omni,Omni,OMNI,Coin,Scrypt,PoW,https://cdn.coinranking.com/media/351102/omni.png?width=46,http://www.omnilayer.org/,0
201,202,bodhi,Bodhi,BOT,Token,#N/A,#N/A,#N/A,#N/A,#N/A
202,203,hive,Hive,HVN,Token,N/A,N/A,https://cdn.coinranking.com/media/1383745/hvt.png?width=46,https://www.hive-project.net/,0
203,204,modum,Modum,MOD,Token,N/A,N/A,https://cdn.coinranking.com/rk7ldkGAZ/mod.svg,https://modum.io/,0
204,205,moeda-loyalty-points,Moeda Loyalty Points,MDA,Token,N/A,N/A,https://cdn.coinranking.com/B1eZ4OlJM/mda.svg,https://moeda.in/,0
205,206,blackcoin,BlackCoin,BLK,Coin,Scrypt,PoS,https://cdn.coinranking.com/H1ckXv_dZ/blk.svg,http://www.blackcoin.co/,0
206,207,open-trading-network,Open Trading Network,OTN,Token,N/A,N/A,https://cdn.coinranking.com/S1Vu7deyM/otn.svg,https://mobilego.io/,"Open Trading Network (OTN)ÿ? the first platform that offers cross-chain technology to unite all blockchain networks and market participants, andÿensure their best interests."
207,208,zeusshield,Zeusshield,ZSC,Token,N/A,N/A,https://cdn.coinranking.com/HyAZ-GCRW/zsc.svg,https://zsc.io/,0
208,209,okcash,OKCash,OK,Coin,N/A,PoW/PoS,https://cdn.coinranking.com/media/350819/ok.png?width=46,http://okcash.co,0
209,210,patientory,Patientory,PTOY,Token,N/A,N/A,https://cdn.coinranking.com/media/1383547/ptoy.png?width=46,https://patientory.com/,0
210,211,russian-mining-coin,Russian Miner Coin,RMC,Coin,#N/A,#N/A,#N/A,https://rmc.one/,Multicell mining. Revolutionary ecosystem for miners and investors
211,212,gridcoin,GridCoin,GRC,Coin,Scrypt,DPoR,https://cdn.coinranking.com/media/20307/grc.png?width=46,http://www.gridcoin.us/,0
212,213,numeraire,Numeraire,NMR,Token,N/A,N/A,#N/A,https://numer.ai/,0
213,214,grid,Grid+,GRID,Token,#N/A,#N/A,#N/A,http://gridplus.io/,0
214,215,monetaryunit,MonetaryUnit,MUE,Coin,Quark,PoW,https://cdn.coinranking.com/rJMpxvuO-/mue.svg,http://www.monetaryunit.org,0
215,216,monetha,Monetha,MTH,Token,N/A,N/A,https://cdn.coinranking.com/SJ_GBzqCW/mth.svg,https://www.monetha.io/,0
216,217,domraider,DomRaider,DRT,Token,N/A,N/A,https://cdn.coinranking.com/media/12318099/drt.png?width=46,https://www.domraider.io/,0
217,218,salus,SaluS,SLS,Coin,Scrypt,PoW/PoS,https://cdn.coinranking.com/media/350946/sls.png?width=46,http://saluscoin.info/,0
218,219,bridgecoin,BridgeCoin,BCO,Coin,#N/A,#N/A,https://cdn.coinranking.com/media/16746477/bco.png?width=46,https://bridgecoin.org/,0
219,220,florincoin,FlorinCoin,FLO,Coin,Scrypt,PoW,https://cdn.coinranking.com/media/1383331/flo1.png?width=46,http://www.florincoin.org/,0
220,221,adtoken,adToken,ADT,Token,N/A,N/A,https://cdn.coinranking.com/ByLYoLu_Z/adt.svg,https://adtoken.com/,0
221,222,xp,XP,XP,Coin,#N/A,#N/A,#N/A,#N/A,#N/A
222,223,waves-community-token,Waves Community Token,WCT,Token,N/A,N/A,https://cdn.coinranking.com/HkkSAbyzM/wct.svg,https://wavesplatform.com/,0
223,224,bitcore,Bitcore,BTX,Coin,Time Travel,PoW,https://cdn.coinranking.com/media/1383895/btx.png?width=46,http://bitcore.cc/,0
224,225,radium,Radium,RADS,Coin,N/A,PoS,https://cdn.coinranking.com/ryFCGwudZ/rads.svg,https://radiumcore.org/,0
225,226,nolimitcoin,NoLimitCoin,NLC2,Coin,PoS,PoS,https://cdn.coinranking.com/media/16746543/nlc2.png?width=46,http://www.nolimitcoin.org/,0
226,227,shield-xsh,SHIELD,XSH,Coin,#N/A,#N/A,#N/A,#N/A,#N/A
227,228,golos,Golos,GOLOS,Coin,N/A,PoW,https://cdn.coinranking.com/media/1382246/golos.png?width=46,https://golos.io/,0
228,229,presearch,Presearch,PRE,Token,Scrypt,PoW,https://cdn.coinranking.com/media/1383801/pst.png?width=46,https://www.presearch.io/,0
229,230,foldingcoin,FoldingCoin,FLDC,Token,Stanford Folding,PoW,https://cdn.coinranking.com/media/20284/fldc.png?width=46,http://www.foldingcoin.net/,0
230,231,fedoracoin,FedoraCoin,TIPS,Coin,#N/A,#N/A,#N/A,http://www.fedoracoin.top/,Get all the informations you need
231,232,peerplays-ppy,Peerplays,PPY,Coin,N/A,N/A,https://cdn.coinranking.com/media/351630/peerplays.png?width=46,http://www.peerplays.com/,0
232,233,everex,Everex,EVX,Token,N/A,N/A,#N/A,https://www.everex.io/,0
233,234,oraclechain,OracleChain,OCT,Token,#N/A,#N/A,#N/A,http://oraclechain.io/,0
234,235,clams,Clams,CLAM,Coin,N/A,PoW,https://cdn.coinranking.com/rkcW7w_O-/clam.svg,http://clamcoin.org/,0
235,236,bitdice,BitDice,CSNO,Token,N/A,N/A,https://cdn.coinranking.com/media/1383922/csno.png?width=46,https://www.bitdice.me/,0
236,237,primas,Primas,PST,Token,#N/A,#N/A,#N/A,https://primas.io/,0
237,238,mysterium,Mysterium,MYST,Token,N/A,N/A,https://cdn.coinranking.com/media/1383561/myst.png?width=46,https://mysterium.network/,0
238,239,myriad,Myriad,XMY,Coin,Multiple,PoW,#N/A,#N/A,#N/A
239,240,bitbean,BitBean,BITB,Coin,SHA256,PoW/PoS,https://cdn.coinranking.com/media/350879/bitb.png?width=46,http://www.bitbean.org/,0
240,241,bcap,BCAP,BCAP,Token,#N/A,#N/A,https://cdn.coinranking.com/S1eiEP_ub/bcap.svg,http://blockchain.capital/,0
241,242,vericoin,VeriCoin,VRC,Coin,Scrypt,PoW/PoS,https://cdn.coinranking.com/ByFWHPdub/vrc.svg,http://www.vericoin.info/,0
242,243,firstcoin,FirstCoin,FRST,Coin,Scrypt,PoW/PoS ,#N/A,#N/A,#N/A
243,244,spectrecoin,Spectrecoin,XSPEC,Coin,POS 3.0,PoS,#N/A,#N/A,#N/A
244,245,gambit,Gambit,GAM,Coin,Scrypt,PoW/PoS,https://cdn.coinranking.com/media/20293/gam.png?width=46,http://www.gambitcrypto.com,0
245,246,expanse,Expanse,EXP,Coin,Ethash,PoW,https://cdn.coinranking.com/media/20707/exp.png?width=46,http://www.expanse.tech/,0
246,247,phore,Phore,PHR,Coin,PoS,PoS,#N/A,#N/A,#N/A
247,248,agrello-delta,Agrello,DLT,Token,N/A,N/A,#N/A,https://www.agrello.org/,0
248,249,rubycoin,Rubycoin,RBY,Coin,Scrypt,PoS,https://cdn.coinranking.com/ryIGEPu_Z/rby.svg,http://www.rubycoin.org/,0
249,250,stealthcoin,Stealthcoin,XST,Coin,X13,PoW/PoS,#N/A,#N/A,#N/A
250,251,stox,Stox,STX,Token,N/A,N/A,https://cdn.coinranking.com/media/1383946/stx.png?width=46,https://www.stox.com/,0
251,252,genesis-vision,Genesis Vision,GVT,Token,N/A,N/A,https://cdn.coinranking.com/media/14913634/gvt.png?width=46,https://genesis.vision/,0
252,253,decision-token,Decision Token,HST,Token,N/A,N/A,#N/A,#N/A,#N/A
253,254,nuls,Nuls,NULS,Token,N/A,N/A,#N/A,#N/A,#N/A
254,255,suncontract,SunContract,SNC,Token,N/A,N/A,https://cdn.coinranking.com/media/1383748/snc.png?width=46,https://suncontract.org/tokensale/index.html,0
255,256,obits,OBITS,OBITS,Token,N/A,N/A,https://cdn.coinranking.com/media/350565/obits.png?width=46,http://www.obits.io/,0
256,257,bitusd,bitUSD,BITUSD,Token,#N/A,#N/A,#N/A,#N/A,#N/A
257,258,global-currency-reserve,Global Currency Reserve,GCR,Coin,N/A,PoS,https://cdn.coinranking.com/media/20708/gcr.png?width=46,http://gcrcoin.com/,0
258,259,rialto,Rialto,XRL,Token,N/A,N/A,https://cdn.coinranking.com/media/1383754/xrl.png?width=46,https://www.rialto.ai/,0
259,260,alis,ALIS,ALIS,Token,N/A,N/A,https://cdn.coinranking.com/media/12318247/alis.png?width=46,https://alismedia.jp/,0
260,261,ethereum-blue,BLUE,BLUE,Token,#N/A,#N/A,#N/A,#N/A,#N/A
261,262,dimecoin,Dimecoin,DIME,Coin,Quark,PoW,https://cdn.coinranking.com/media/351012/dime.png?width=46,http://www.dimecoin.rocks/,0
262,263,exchange-union,Exchange Union,XUC,Token,N/A,N/A,https://cdn.coinranking.com/S1RMxBnxM/xuc.svg,https://www.exchangeunion.com/,Connecting Digital asset exchanges. Increased Liquidity. All trading-pairs. Best Market Price.
263,264,pascal-coin,Pascal Coin,PASC,Coin,N/A,N/A,https://cdn.coinranking.com/media/1382247/pasc.png?width=46,http://www.pascalcoin.org/,0
264,265,databits,Databits,DTB,Token,N/A,N/A,https://cdn.coinranking.com/media/1382791/dtb.png?width=46,http://www.augmentorsgame.com/,0
265,266,nimiq,Nimiq,NET,Coin,Scrypt,PoW,https://cdn.coinranking.com/media/1383697/net1.png?width=46,https://nimiq.com/,0
266,267,neoscoin,NeosCoin,NEOS,Coin,SHA256,PoS,https://cdn.coinranking.com/media/1382788/neos1.png?width=46,http://www.neoscoin.com,0
267,268,swarm-city,Swarm City,SWT,Token,N/A,N/A,https://cdn.coinranking.com/HJiGDZA1f/swt.svg,http://swarm.city/,0
268,269,aventus,Aventus,AVT,Token,N/A,N/A,#N/A,https://aventus.io/,0
269,270,leocoin,LEOcoin,LEO,Coin,Scrypt,PoW,https://cdn.coinranking.com/B1KQo8d_Z/leo.svg,http://www.leocoin.org/,0
270,271,atbcoin,ATBCoin,ATB,Coin,SHA256,PoW,https://cdn.coinranking.com/rkYnjeSTZ/atb.svg,https://atbcoin.com/,0
271,272,bitsend,BitSend,BSD,Coin,X11,PoW/PoS,https://cdn.coinranking.com/media/351086/bsd.png?width=46,http://www.bitsend.info/,0
272,273,mothership,Mothership,MSP,Token,N/A,N/A,https://cdn.coinranking.com/media/1383881/c9fobrlr_400x400.jpg?width=46,https://mothership.cx/,0
273,274,icos,ICOS,ICOS,Token,N/A,N/A,#N/A,https://icos.icobox.io/,0
274,275,solarcoin,SolarCoin,SLR,Coin,Scrypt,PoW,https://cdn.coinranking.com/media/20699/slr.png?width=46,http://solarcoin.org/,0
275,276,nexium,Nexium,NXC,Token,N/A,N/A,https://cdn.coinranking.com/media/352248/nxc.png?width=46,https://beyond-the-void.net/,0
276,277,ixledger,iXledger,IXT,Token,N/A,N/A,https://cdn.coinranking.com/media/1383612/ixt.png?width=46,https://www.ixledger.com/,0
277,278,credo,Credo,CREDO,Token,N/A,N/A,#N/A,#N/A,#N/A
278,279,lomocoin,LoMoCoin,LMC,Coin,Scrypt,PoW/PoS,https://cdn.coinranking.com/media/1383139/lmc.png?width=46,http://www.lomostar.com/,0
279,280,bitqy,bitqy,BQ,Token,N/A,N/A,https://cdn.coinranking.com/S17fuOwRb/bq.svg,https://bitqy.org/,0
280,281,tokencard,TokenCard,TKN,Token,N/A,N/A,https://cdn.coinranking.com/BJ4viLO_b/tkn.svg,http://tokencard.io/,0
281,282,transfercoin,TransferCoin,TX,Coin,X11,PoW/PoS,#N/A,http://txproject.io/,0
282,283,mooncoin,Mooncoin,MOON,Coin,Scrypt,PoW,#N/A,#N/A,#N/A
283,284,posw-coin,PoSW Coin,POSW,Coin,Scrypt,PoW/PoS,#N/A,#N/A,#N/A
284,285,lunyr,Lunyr,LUN,Token,N/A,N/A,https://cdn.coinranking.com/r1_h5BHtb/lun.svg,https://lunyr.com/,0
285,286,obsidian,Obsidian,ODN,Coin,SHA-512,PoS,https://cdn.coinranking.com/media/12318145/odn.png?width=46,https://obsidianplatform.com,0
286,287,vcash,Vcash,XVC,Coin,Whirlpool,PoS,https://cdn.coinranking.com/media/350813/xvc.png?width=46,http://vcash.info/,0
287,288,kickico,KickCoin,KICK,Token,N/A,N/A,https://cdn.coinranking.com/media/1383929/kick.png?width=46,https://www.kickico.com/,0
288,289,heat-ledger,HEAT,HEAT,Coin,N/A,PoS/PoP,#N/A,#N/A,#N/A
289,290,pinkcoin,PinkCoin,PINK,Coin,X11,PoW/PoS,#N/A,#N/A,#N/A
290,291,incent,Incent,INCNT,Token,N/A,N/A,#N/A,#N/A,#N/A
291,292,maecenas,Maecenas,ART,Token,N/A,N/A,#N/A,#N/A,#N/A
292,293,unobtanium,Unobtanium,UNO,Coin,SHA256,PoW,https://cdn.coinranking.com/media/20065/uno.png?width=46,http://unobtanium.uno,0
293,294,polybius,Polybius,PLBT,Token,N/A,N/A,https://cdn.coinranking.com/media/1383671/polybius.png?width=46,https://polybius.io/,0
294,295,airtoken,AirToken,AIR,Token,N/A,N/A,#N/A,#N/A,#N/A
